customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
2764,57,Male,Sandals,Footwear,65.0,Colorado,M,Violet,Winter,3.4,Yes,Standard,No,No,9,Credit Card,Quarterly,46-60,90
2939,52,Male,Sweater,Clothing,88.0,Missouri,M,Purple,Spring,4.2,No,Express,No,No,26,Debit Card,Monthly,46-60,30
2592,41,Female,Handbag,Accessories,96.0,Indiana,L,Beige,Spring,4.5,No,Express,Yes,Yes,3,PayPal,Annually,31-45,365
4268,64,Male,Socks,Clothing,20.0,New Jersey,L,Gold,Summer,2.9,No,Free Shipping,No,No,36,PayPal,Quarterly,61+,90
1552,32,Male,Shirt,Clothing,44.0,Wisconsin,S,Gray,Summer,3.8,No,Store Pickup,Yes,No,14,Cash,Monthly,31-45,30
1932,59,Female,Jacket,Outerwear,120.0,Illinois,S,Gray,Summer,4.1,Yes,2-Day Shipping,Yes,Yes,54,Credit Card,Monthly,46-60,30
3822,64,Female,Sweater,Clothing,78.0,Nebraska,M,Blue,Summer,4.0,Yes,Store Pickup,No,No,39,Credit Card,Monthly,61+,30
849,23,Female,Boots,Footwear,134.0,Florida,M,Gold,Spring,4.4,Yes,Express,No,No,45,Cash,Fortnightly,18-30,14
150,50,Female,Sneakers,Footwear,61.0,Montana,L,Magenta,Winter,3.6,No,Free Shipping,No,No,4,Debit Card,Fortnightly,46-60,14
4338,34,Male,Pants,Clothing,37.0,South Carolina,M,Pink,Spring,3.9,No,Free Shipping,No,No,8,PayPal,Weekly,31-45,7
89,33,Male,Shirt,Clothing,42.0,Florida,M,Turquoise,Fall,3.9,No,Free Shipping,Yes,Yes,2,Bank Transfer,Quarterly,31-45,90
2386,46,Female,Sneakers,Footwear,79.0,South Carolina,XL,Turquoise,Winter,3.9,Yes,Free Shipping,No,No,30,Cash,Bi-Weekly,46-60,14
2013,65,Male,Sneakers,Footwear,56.0,Texas,M,Silver,Spring,4.1,No,Store Pickup,Yes,Yes,22,Cash,Monthly,61+,30
842,23,Male,Jacket,Outerwear,69.0,Kansas,XL,Charcoal,Winter,4.4,No,2-Day Shipping,No,No,2,Venmo,Quarterly,18-30,90
3794,34,Male,Sandals,Footwear,41.0,Colorado,L,Gray,Summer,3.5,No,Store Pickup,Yes,Yes,1,Cash,Monthly,31-45,30
206,44,Female,Jacket,Outerwear,157.0,Maine,XL,Lavender,Winter,4.5,No,Store Pickup,No,No,8,Credit Card,Quarterly,31-45,90
886,33,Female,Blouse,Clothing,59.0,North Carolina,S,Peach,Summer,3.8,Yes,Store Pickup,No,No,45,Venmo,Monthly,31-45,30
4290,30,Female,Sunglasses,Accessories,57.0,North Carolina,M,Silver,Fall,3.8,Yes,Store Pickup,Yes,Yes,23,Bank Transfer,Monthly,18-30,30
2305,33,Male,Jeans,Clothing,60.0,Tennessee,M,White,Winter,4.3,No,Store Pickup,Yes,Yes,6,PayPal,Quarterly,31-45,90
4294,67,Female,Scarf,Accessories,33.0,Kansas,S,Black,Summer,4.4,No,Next Day Air,Yes,Yes,28,Cash,Monthly,61+,30
2444,44,Male,Boots,Footwear,128.0,Maryland,S,Turquoise,Winter,4.1,No,2-Day Shipping,Yes,Yes,15,Credit Card,Weekly,31-45,7
1296,18,Male,Blouse,Clothing,61.0,Wisconsin,XL,Orange,Winter,4.1,No,Store Pickup,Yes,Yes,28,Debit Card,Bi-Weekly,18-30,14
4028,18,Female,Boots,Footwear,106.0,Connecticut,M,Maroon,Spring,4.4,No,2-Day Shipping,No,No,9,Bank Transfer,Annually,18-30,365
2943,43,Male,Belt,Accessories,49.0,Kansas,M,Blue,Winter,3.8,Yes,Next Day Air,No,No,7,Bank Transfer,Every 3 Months,31-45,90
4226,61,Female,Backpack,Accessories,102.0,Missouri,S,Green,Winter,4.7,No,Free Shipping,Yes,Yes,27,Credit Card,Quarterly,61+,90
2542,27,Female,Blouse,Clothing,36.0,Connecticut,S,Cyan,Fall,4.0,No,Store Pickup,Yes,Yes,13,Cash,Quarterly,18-30,90
774,36,Female,T-shirt,Clothing,25.0,Kentucky,M,Lavender,Fall,4.3,Yes,Free Shipping,Yes,Yes,13,Venmo,Monthly,31-45,30
2946,47,Male,Backpack,Accessories,55.0,Kansas,M,Green,Spring,4.2,No,Standard,Yes,No,5,Cash,Monthly,46-60,30
1935,62,Male,Blouse,Clothing,48.0,Indiana,S,White,Spring,4.2,No,Standard,No,No,17,PayPal,Quarterly,61+,90
1713,41,Female,Sweater,Clothing,110.0,South Carolina,S,Red,Winter,4.4,No,Express,No,No,10,Debit Card,Weekly,31-45,7
691,46,Female,Hat,Accessories,29.0,New Jersey,S,White,Winter,3.8,No,2-Day Shipping,No,No,2,PayPal,Quarterly,46-60,90
1616,67,Female,Shorts,Clothing,53.0,Connecticut,M,Maroon,Winter,4.4,Yes,Free Shipping,No,No,1,Cash,Quarterly,61+,90
4345,61,Female,Shirt,Clothing,72.0,Texas,XL,Peach,Winter,3.9,Yes,Express,No,No,27,Venmo,Quarterly,61+,90
405,34,Female,Hoodie,Clothing,98.0,Missouri,M,Orange,Fall,3.8,Yes,Store Pickup,No,No,30,Cash,Weekly,31-45,7
1735,30,Male,Shorts,Clothing,27.0,New Mexico,XL,Silver,Spring,3.0,No,Free Shipping,Yes,Yes,12,Credit Card,Quarterly,18-30,90
2448,60,Male,Coat,Outerwear,137.0,Louisiana,L,Beige,Spring,4.4,Yes,Express,No,No,51,Credit Card,Fortnightly,46-60,14
4733,51,Male,Jeans,Clothing,102.0,Montana,M,Turquoise,Fall,4.1,Yes,Express,No,No,56,Credit Card,Fortnightly,46-60,14
3638,20,Male,Coat,Outerwear,125.0,Kansas,M,White,Spring,4.6,Yes,Free Shipping,No,No,58,Credit Card,Monthly,18-30,30
1273,45,Female,Shoes,Footwear,58.0,Oklahoma,S,Blue,Spring,3.9,No,2-Day Shipping,No,No,3,PayPal,Monthly,31-45,30
3379,31,Female,Backpack,Accessories,93.0,Hawaii,L,Pink,Spring,4.2,Yes,Standard,No,No,47,Venmo,Monthly,31-45,30
2032,59,Female,Shirt,Clothing,51.0,Iowa,L,White,Fall,3.3,No,Next Day Air,No,No,10,Cash,Every 3 Months,46-60,90
2440,32,Female,Handbag,Accessories,192.0,Washington,L,Charcoal,Summer,4.6,Yes,Store Pickup,No,No,24,Credit Card,Monthly,31-45,30
3239,56,Female,Jewelry,Accessories,107.0,Nebraska,M,Silver,Winter,4.4,No,Express,No,No,7,Venmo,Annually,46-60,365
3942,34,Male,Gloves,Accessories,21.0,Indiana,L,Gray,Summer,3.6,No,Free Shipping,No,No,0,Debit Card,Quarterly,31-45,90
2258,66,Female,Hoodie,Clothing,85.0,Indiana,L,White,Summer,3.7,Yes,Standard,No,No,75,Cash,Monthly,61+,30
600,44,Female,Boots,Footwear,92.0,Washington,M,Violet,Spring,4.2,No,Express,Yes,Yes,15,Debit Card,Monthly,31-45,30
2195,20,Female,Coat,Outerwear,122.0,Oregon,XL,Black,Winter,4.4,No,Standard,No,No,22,Venmo,Bi-Weekly,18-30,14
3532,63,Female,Dress,Clothing,48.0,Indiana,M,Purple,Summer,3.6,No,Free Shipping,No,No,9,Cash,Quarterly,61+,90
2529,22,Male,Backpack,Accessories,57.0,Minnesota,M,Gold,Winter,4.2,No,Free Shipping,Yes,Yes,12,Credit Card,Quarterly,18-30,90
4339,44,Male,Sunglasses,Accessories,61.0,Maine,M,Maroon,Summer,4.1,No,Standard,No,No,19,Venmo,Annually,31-45,365
3949,45,Male,Backpack,Accessories,73.0,Kansas,L,Pink,Spring,4.4,No,Free Shipping,No,No,2,Bank Transfer,Every 3 Months,31-45,90
1814,56,Male,Boots,Footwear,72.0,Maryland,M,Maroon,Fall,4.4,Yes,2-Day Shipping,No,No,20,Bank Transfer,Weekly,46-60,7
972,32,Female,Boots,Footwear,72.0,New Mexico,XL,Silver,Winter,3.6,No,Standard,No,No,7,Debit Card,Monthly,31-45,30
1728,23,Female,Belt,Accessories,57.0,South Carolina,S,Beige,Fall,4.0,No,Express,No,No,9,Venmo,Monthly,18-30,30
4218,33,Male,Hoodie,Clothing,90.0,Connecticut,M,Maroon,Spring,3.9,Yes,Express,Yes,Yes,23,PayPal,Quarterly,31-45,90
427,18,Male,Belt,Accessories,63.0,South Carolina,M,Charcoal,Fall,3.4,No,Free Shipping,No,No,36,Credit Card,Weekly,18-30,7
3788,61,Male,Coat,Outerwear,110.0,Colorado,M,Brown,Fall,4.9,Yes,Store Pickup,Yes,Yes,6,PayPal,Bi-Weekly,61+,14
1414,20,Female,Blouse,Clothing,32.0,Alabama,L,Peach,Spring,3.9,No,Standard,Yes,Yes,10,Debit Card,Monthly,18-30,30
2590,51,Male,Jewelry,Accessories,90.0,Alaska,L,Pink,Spring,4.6,No,2-Day Shipping,No,No,11,Venmo,Monthly,46-60,30
3956,44,Female,Sneakers,Footwear,78.0,Virginia,M,Purple,Fall,3.8,No,2-Day Shipping,No,No,12,Venmo,Quarterly,31-45,90
1137,30,Female,Scarf,Accessories,63.0,California,M,Black,Winter,4.2,Yes,Store Pickup,Yes,No,47,Credit Card,Bi-Weekly,18-30,14
2604,22,Female,Skirt,Clothing,45.0,Ohio,M,Turquoise,Spring,3.9,No,Store Pickup,No,No,4,Cash,Annually,18-30,365
887,55,Female,Jewelry,Accessories,70.0,North Dakota,M,Brown,Winter,4.3,Yes,Express,No,No,59,PayPal,Bi-Weekly,46-60,14
4583,61,Female,Sweater,Clothing,66.0,New Mexico,L,Pink,Winter,4.0,No,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,61+,14
1949,54,Female,Dress,Clothing,86.0,New York,M,Teal,Spring,4.2,Yes,Next Day Air,Yes,No,20,Debit Card,Monthly,46-60,30
2603,30,Male,Belt,Accessories,20.0,Utah,S,Magenta,Winter,3.4,No,Standard,Yes,Yes,5,Credit Card,Quarterly,18-30,90
3187,54,Male,Backpack,Accessories,96.0,Nebraska,L,Magenta,Spring,4.2,No,2-Day Shipping,Yes,Yes,68,PayPal,Bi-Weekly,46-60,14
4696,40,Male,Pants,Clothing,61.0,New Jersey,S,Charcoal,Fall,4.1,Yes,Express,Yes,Yes,9,Bank Transfer,Quarterly,31-45,90
553,66,Male,Handbag,Accessories,122.0,Kentucky,XL,Maroon,Spring,4.2,Yes,Store Pickup,Yes,Yes,76,Credit Card,Quarterly,61+,90
3656,69,Female,Belt,Accessories,46.0,Maine,S,Cyan,Winter,4.0,No,2-Day Shipping,Yes,Yes,17,Cash,Weekly,61+,7
2999,41,Male,Backpack,Accessories,114.0,Kansas,M,Indigo,Fall,4.1,Yes,Free Shipping,No,No,38,Debit Card,Weekly,31-45,7
784,24,Female,Socks,Clothing,15.0,Kentucky,S,Brown,Winter,3.7,Yes,2-Day Shipping,No,No,34,PayPal,Monthly,18-30,30
3921,69,Male,Sneakers,Footwear,52.0,Virginia,L,Lavender,Summer,4.4,No,Express,Yes,No,5,PayPal,Quarterly,61+,90
3544,64,Male,Shoes,Footwear,97.0,Nevada,M,Black,Summer,4.7,No,Next Day Air,No,No,10,Venmo,Annually,61+,365
3222,50,Female,Backpack,Accessories,82.0,Georgia,L,Gray,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,46-60,30
4749,64,Female,Belt,Accessories,31.0,Alabama,M,Brown,Winter,3.6,No,2-Day Shipping,Yes,Yes,5,Credit Card,Quarterly,61+,90
1491,56,Male,Jeans,Clothing,96.0,Ohio,L,Brown,Summer,3.7,Yes,2-Day Shipping,No,No,77,Cash,Weekly,46-60,7
1084,51,Female,Handbag,Accessories,164.0,Alabama,XL,Magenta,Winter,4.6,Yes,Standard,No,No,6,Debit Card,Monthly,46-60,30
3143,21,Male,Handbag,Accessories,155.0,Wisconsin,M,Charcoal,Summer,4.3,No,Next Day Air,Yes,No,18,Cash,Fortnightly,18-30,14
527,46,Male,Dress,Clothing,65.0,Michigan,L,Brown,Fall,4.3,No,Express,No,No,46,PayPal,Monthly,46-60,30
3512,54,Female,Blouse,Clothing,69.0,North Dakota,S,White,Fall,4.4,No,Next Day Air,No,No,5,Cash,Quarterly,46-60,90
2359,55,Male,Socks,Clothing,24.0,Rhode Island,M,Teal,Summer,3.8,No,Standard,No,Yes,33,Bank Transfer,Weekly,46-60,7
760,33,Female,Shirt,Clothing,55.0,Indiana,M,Orange,Spring,4.1,Yes,2-Day Shipping,No,No,85,Venmo,Quarterly,31-45,90
3543,48,Female,Dress,Clothing,105.0,Michigan,M,Lavender,Spring,4.1,No,Store Pickup,Yes,Yes,12,Cash,Quarterly,46-60,90
1767,53,Male,T-shirt,Clothing,28.0,Kentucky,M,Gold,Winter,4.2,No,Express,Yes,Yes,8,Bank Transfer,Annually,46-60,365
1174,33,Male,Boots,Footwear,102.0,New Hampshire,M,Gray,Winter,4.0,Yes,Next Day Air,No,No,63,Cash,Bi-Weekly,31-45,14
2957,38,Male,Blouse,Clothing,32.0,Utah,L,Turquoise,Spring,4.3,No,Standard,No,No,10,Cash,Quarterly,31-45,90
3843,46,Female,Hoodie,Clothing,73.0,Mississippi,M,Violet,Spring,3.8,Yes,Standard,No,No,71,Cash,Weekly,46-60,7
592,43,Male,Sneakers,Footwear,68.0,Washington,L,Brown,Summer,4.6,Yes,Store Pickup,No,No,48,Debit Card,Monthly,31-45,30
3072,59,Male,Blouse,Clothing,56.0,Maryland,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,16,PayPal,Monthly,46-60,30
113,51,Male,Hoodie,Clothing,62.0,North Carolina,M,Charcoal,Summer,4.4,Yes,Standard,No,No,6,Credit Card,Every 3 Months,46-60,90
4377,66,Female,Sneakers,Footwear,46.0,South Carolina,M,Orange,Winter,4.6,No,2-Day Shipping,Yes,Yes,12,PayPal,Bi-Weekly,61+,14
4275,42,Female,Shoes,Footwear,101.0,Colorado,XL,Purple,Spring,3.2,No,Free Shipping,No,No,15,Bank Transfer,Monthly,31-45,30
3683,25,Male,Sunglasses,Accessories,52.0,Alabama,S,Teal,Summer,4.0,Yes,Free Shipping,Yes,Yes,12,PayPal,Quarterly,18-30,90
214,38,Female,Shoes,Footwear,95.0,Arkansas,M,Charcoal,Fall,3.7,No,Free Shipping,No,No,8,PayPal,Quarterly,31-45,90
4154,30,Female,Shoes,Footwear,62.0,Kentucky,XL,Teal,Winter,4.2,No,Next Day Air,Yes,Yes,6,Bank Transfer,Annually,18-30,365
767,47,Male,Coat,Outerwear,95.0,Arizona,M,Lavender,Winter,4.6,No,Express,Yes,Yes,6,Debit Card,Annually,46-60,365
1936,62,Female,Pants,Clothing,72.0,Missouri,M,Gold,Spring,3.7,No,2-Day Shipping,Yes,Yes,11,PayPal,Quarterly,61+,90
3585,31,Male,Jewelry,Accessories,62.0,Delaware,S,Purple,Summer,4.4,Yes,Standard,No,No,59,Debit Card,Quarterly,31-45,90
310,68,Female,Jacket,Outerwear,124.0,Oklahoma,XL,Indigo,Summer,4.8,No,2-Day Shipping,No,No,14,Bank Transfer,Bi-Weekly,61+,14
4652,64,Male,Coat,Outerwear,129.0,Alaska,L,Teal,Summer,4.5,No,Store Pickup,No,No,3,Cash,Every 3 Months,61+,90
649,35,Female,Blouse,Clothing,56.0,Utah,M,Lavender,Fall,4.0,No,2-Day Shipping,No,No,17,Cash,Monthly,31-45,30
814,65,Male,Boots,Footwear,125.0,Minnesota,M,Violet,Summer,4.3,Yes,Standard,No,No,50,Credit Card,Bi-Weekly,61+,14
1711,58,Male,Sandals,Footwear,75.0,Colorado,XL,Green,Summer,4.1,Yes,Standard,Yes,Yes,77,Debit Card,Bi-Weekly,46-60,14
2017,41,Female,Belt,Accessories,49.0,Alaska,S,Magenta,Fall,4.1,Yes,Next Day Air,No,No,30,Debit Card,Bi-Weekly,31-45,14
2816,29,Male,Jacket,Outerwear,63.0,Indiana,XL,Gray,Winter,4.5,No,Standard,No,No,13,Cash,Quarterly,18-30,90
2959,52,Female,Sandals,Footwear,51.0,Wisconsin,L,Beige,Winter,3.9,Yes,Express,No,No,7,Debit Card,Quarterly,46-60,90
2437,65,Male,Jacket,Outerwear,128.0,Arkansas,L,Peach,Fall,4.0,Yes,Store Pickup,Yes,Yes,27,Cash,Monthly,61+,30
674,64,Female,Sunglasses,Accessories,65.0,Illinois,L,Charcoal,Summer,4.4,Yes,Express,No,No,21,Credit Card,Bi-Weekly,61+,14
2843,36,Female,Jacket,Outerwear,78.0,Montana,L,Gray,Spring,4.7,Yes,Express,No,No,69,Bank Transfer,Monthly,31-45,30
4148,64,Female,Sunglasses,Accessories,56.0,Maryland,M,Peach,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,60,Debit Card,Monthly,61+,30
3856,18,Female,Handbag,Accessories,150.0,Alaska,L,Green,Spring,4.4,Yes,Standard,No,No,53,PayPal,Monthly,18-30,30
3355,40,Male,Coat,Outerwear,105.0,Texas,XL,Blue,Summer,4.5,Yes,Free Shipping,No,No,9,Credit Card,Quarterly,31-45,90
3667,40,Female,Handbag,Accessories,108.0,North Dakota,M,Brown,Fall,4.6,Yes,Store Pickup,Yes,Yes,7,Credit Card,Every 3 Months,31-45,90
3884,19,Male,Sunglasses,Accessories,65.0,Missouri,M,Pink,Spring,4.4,No,Free Shipping,No,No,1,PayPal,Annually,18-30,365
2298,68,Female,Scarf,Accessories,24.0,Vermont,M,Pink,Fall,4.2,No,Free Shipping,Yes,Yes,2,Venmo,Quarterly,61+,90
2798,65,Female,Dress,Clothing,75.0,Kentucky,M,Brown,Fall,4.0,No,Free Shipping,Yes,Yes,5,Cash,Quarterly,61+,90
3432,24,Female,Dress,Clothing,62.0,Idaho,XL,Charcoal,Fall,3.8,Yes,2-Day Shipping,No,No,9,Debit Card,Quarterly,18-30,90
801,59,Male,Sneakers,Footwear,51.0,Idaho,L,Silver,Fall,4.1,No,Free Shipping,No,No,7,Credit Card,Every 3 Months,46-60,90
3666,24,Female,Sandals,Footwear,119.0,California,L,Black,Winter,4.1,Yes,Next Day Air,No,No,26,Debit Card,Monthly,18-30,30
125,33,Female,Shirt,Clothing,46.0,Nevada,S,Orange,Fall,4.0,No,Store Pickup,No,No,5,Cash,Annually,31-45,365
3618,61,Female,Belt,Accessories,65.0,Montana,L,Gray,Spring,4.2,No,Standard,Yes,Yes,6,Venmo,Quarterly,61+,90
4445,27,Female,Jewelry,Accessories,134.0,Illinois,M,Pink,Fall,4.8,No,2-Day Shipping,No,No,5,Venmo,Every 3 Months,18-30,90
200,31,Male,Hat,Accessories,62.0,New Jersey,L,Orange,Winter,4.2,No,Express,No,No,40,Debit Card,Fortnightly,31-45,14
1650,53,Male,Socks,Clothing,19.0,Maryland,M,Charcoal,Winter,3.5,No,Store Pickup,Yes,Yes,12,Bank Transfer,Bi-Weekly,46-60,14
2974,19,Female,Pants,Clothing,50.0,New Jersey,M,Orange,Summer,4.1,No,2-Day Shipping,No,No,11,Debit Card,Bi-Weekly,18-30,14
2501,45,Female,Jewelry,Accessories,148.0,Illinois,M,Red,Fall,4.8,Yes,Free Shipping,No,No,53,PayPal,Quarterly,31-45,90
3753,30,Male,Sandals,Footwear,54.0,Wyoming,XL,Gray,Summer,3.9,No,Express,Yes,Yes,3,Venmo,Annually,18-30,365
812,61,Male,Handbag,Accessories,210.0,Arkansas,M,Blue,Spring,4.7,Yes,Express,No,No,46,Credit Card,Weekly,61+,7
3261,36,Male,Shorts,Clothing,59.0,Florida,M,Olive,Winter,3.8,No,Free Shipping,No,No,25,Bank Transfer,Monthly,31-45,30
226,28,Male,Shoes,Footwear,70.0,New Jersey,XL,Orange,Summer,3.6,No,Standard,No,No,13,Credit Card,Quarterly,18-30,90
3048,45,Female,T-shirt,Clothing,34.0,Florida,L,Cyan,Winter,4.0,Yes,Standard,Yes,Yes,23,Credit Card,Monthly,31-45,30
512,26,Female,T-shirt,Clothing,21.0,Florida,M,Indigo,Spring,4.0,Yes,Express,Yes,Yes,7,Credit Card,Fortnightly,18-30,14
26,68,Male,Backpack,Accessories,97.0,New Hampshire,S,Purple,Summer,4.8,No,Next Day Air,No,No,6,Bank Transfer,Monthly,61+,30
4705,33,Male,Shirt,Clothing,28.0,South Dakota,S,Magenta,Spring,4.1,No,Next Day Air,No,No,2,Credit Card,Monthly,31-45,30
2987,61,Male,Coat,Outerwear,172.0,New Mexico,L,White,Spring,4.4,Yes,Next Day Air,No,No,43,Venmo,Weekly,61+,7
481,61,Female,Socks,Clothing,14.0,Idaho,L,Blue,Spring,3.7,No,Standard,No,No,3,PayPal,Monthly,61+,30
1626,29,Female,Jewelry,Accessories,99.0,Maryland,L,White,Spring,4.6,Yes,Express,No,No,29,Credit Card,Weekly,18-30,7
1426,31,Male,Shirt,Clothing,34.0,Minnesota,M,Cyan,Summer,4.0,No,Store Pickup,No,No,8,Bank Transfer,Quarterly,31-45,90
1683,48,Female,Belt,Accessories,74.0,New Mexico,S,Teal,Spring,4.3,No,Express,No,No,18,Bank Transfer,Monthly,46-60,30
911,52,Female,Jewelry,Accessories,157.0,Pennsylvania,M,Black,Fall,5.0,Yes,Express,Yes,Yes,71,Credit Card,Fortnightly,46-60,14
27,46,Male,Sunglasses,Accessories,63.0,Kansas,M,Peach,Fall,4.0,Yes,Express,No,No,54,Debit Card,Bi-Weekly,46-60,14
535,66,Male,Jacket,Outerwear,71.0,Delaware,L,Orange,Fall,4.3,No,Express,Yes,Yes,10,Venmo,Bi-Weekly,61+,14
3761,21,Female,Jacket,Outerwear,107.0,Idaho,M,White,Spring,4.4,No,Next Day Air,No,No,63,Credit Card,Bi-Weekly,18-30,14
2626,25,Female,Boots,Footwear,128.0,Delaware,S,Brown,Summer,4.5,No,Next Day Air,No,No,19,Credit Card,Weekly,18-30,7
2248,30,Male,Jewelry,Accessories,116.0,Alabama,M,Blue,Spring,4.6,Yes,Free Shipping,Yes,Yes,16,PayPal,Fortnightly,18-30,14
174,46,Male,Jeans,Clothing,55.0,Maine,M,Turquoise,Spring,3.6,No,Standard,No,No,13,Bank Transfer,Bi-Weekly,46-60,14
2561,31,Male,Jewelry,Accessories,74.0,Wyoming,S,Maroon,Spring,4.5,Yes,Store Pickup,No,No,72,PayPal,Bi-Weekly,31-45,14
4039,64,Female,Jacket,Outerwear,87.0,Hawaii,M,Cyan,Winter,4.4,No,Free Shipping,No,No,1,Credit Card,Quarterly,61+,90
3033,62,Female,Scarf,Accessories,35.0,Oklahoma,S,Violet,Winter,4.2,No,Standard,No,No,2,PayPal,Every 3 Months,61+,90
834,53,Female,T-shirt,Clothing,36.0,Maryland,XL,Brown,Spring,4.3,No,Express,Yes,Yes,8,Bank Transfer,Every 3 Months,46-60,90
4581,41,Male,Blouse,Clothing,33.0,Maine,XL,Pink,Spring,3.9,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly,31-45,90
1125,50,Male,Shirt,Clothing,43.0,Maryland,M,Black,Winter,4.6,No,Standard,Yes,No,2,Venmo,Quarterly,46-60,90
3409,41,Male,Coat,Outerwear,140.0,South Dakota,XL,Green,Spring,5.0,Yes,Express,Yes,Yes,40,Bank Transfer,Bi-Weekly,31-45,14
4401,28,Male,Gloves,Accessories,28.0,Arizona,L,Pink,Summer,3.3,Yes,Standard,Yes,Yes,16,Credit Card,Every 3 Months,18-30,90
2758,57,Male,Sneakers,Footwear,92.0,Hawaii,S,Violet,Fall,4.2,Yes,Next Day Air,Yes,Yes,31,Debit Card,Weekly,46-60,7
2722,46,Male,Shoes,Footwear,74.0,South Carolina,L,Indigo,Winter,4.0,No,Store Pickup,No,No,9,Credit Card,Annually,46-60,365
4111,47,Female,Sneakers,Footwear,89.0,Arkansas,L,Yellow,Spring,4.7,Yes,Express,No,No,58,Bank Transfer,Monthly,46-60,30
1209,22,Male,Belt,Accessories,55.0,Oregon,M,Indigo,Fall,4.0,Yes,Free Shipping,No,No,77,PayPal,Fortnightly,18-30,14
2442,41,Male,Coat,Outerwear,150.0,Arkansas,XL,Charcoal,Summer,3.8,No,Standard,Yes,Yes,7,Cash,Annually,31-45,365
2756,69,Female,Sneakers,Footwear,84.0,Connecticut,M,Purple,Spring,4.3,No,Free Shipping,Yes,Yes,11,Venmo,Quarterly,61+,90
2353,36,Female,Dress,Clothing,53.0,Mississippi,L,Indigo,Winter,3.8,Yes,Next Day Air,No,No,20,Credit Card,Monthly,31-45,30
1537,35,Female,Jeans,Clothing,61.0,Connecticut,L,Beige,Winter,3.7,Yes,Free Shipping,No,No,15,Venmo,Annually,31-45,365
2740,27,Female,Shirt,Clothing,43.0,Georgia,S,Gray,Summer,4.5,Yes,Free Shipping,No,No,70,PayPal,Bi-Weekly,18-30,14
2415,19,Female,Sneakers,Footwear,54.0,Alabama,L,Charcoal,Fall,4.3,No,Standard,Yes,Yes,2,Credit Card,Annually,18-30,365
4685,33,Female,Boots,Footwear,151.0,Delaware,L,Green,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,39,Debit Card,Bi-Weekly,31-45,14
4512,24,Female,Sneakers,Footwear,61.0,Tennessee,M,Gold,Summer,4.2,No,2-Day Shipping,No,No,5,Credit Card,Monthly,18-30,30
1839,36,Male,Jewelry,Accessories,199.0,California,S,Beige,Winter,5.0,Yes,Express,No,No,31,Credit Card,Weekly,31-45,7
2724,57,Female,Blouse,Clothing,62.0,Nevada,L,Lavender,Spring,3.6,Yes,Store Pickup,No,No,58,PayPal,Monthly,46-60,30
461,50,Female,Jewelry,Accessories,120.0,Ohio,XL,Lavender,Fall,4.7,Yes,Standard,No,No,20,Venmo,Monthly,46-60,30
2360,62,Female,Shorts,Clothing,25.0,Utah,L,Maroon,Winter,4.0,Yes,Express,Yes,Yes,6,Credit Card,Bi-Weekly,61+,14
4003,44,Male,Boots,Footwear,124.0,Ohio,S,Brown,Summer,5.0,Yes,Next Day Air,Yes,Yes,43,Credit Card,Weekly,31-45,7
3759,45,Male,Belt,Accessories,56.0,Vermont,L,Brown,Fall,3.8,No,Next Day Air,Yes,Yes,42,Credit Card,Monthly,31-45,30
2434,31,Male,T-shirt,Clothing,21.0,Mississippi,M,Beige,Winter,3.7,No,Free Shipping,Yes,Yes,10,Venmo,Monthly,31-45,30
4148,64,Female,Scarf,Accessories,55.0,Maryland,S,Lavender,Fall,4.2,Yes,Free Shipping,Yes,Yes,63,Debit Card,Monthly,61+,30
4157,51,Female,Shirt,Clothing,37.0,Mississippi,M,Maroon,Fall,4.3,No,Store Pickup,Yes,Yes,6,Debit Card,Quarterly,46-60,90
2758,57,Male,Hoodie,Clothing,72.0,Hawaii,M,Violet,Summer,3.7,Yes,Express,Yes,Yes,32,Credit Card,Weekly,46-60,7
3191,46,Female,Hat,Accessories,27.0,Missouri,S,Teal,Summer,3.5,No,Standard,Yes,Yes,3,Debit Card,Quarterly,46-60,90
4463,24,Male,Hoodie,Clothing,76.0,Nevada,L,Pink,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Weekly,18-30,7
752,66,Male,Shirt,Clothing,41.0,Louisiana,M,Lavender,Summer,4.3,Yes,Store Pickup,No,No,54,PayPal,Weekly,61+,7
2066,45,Male,Belt,Accessories,45.0,Nebraska,M,White,Spring,4.0,No,2-Day Shipping,Yes,Yes,12,Cash,Every 3 Months,31-45,90
4072,61,Female,Dress,Clothing,74.0,Utah,L,Peach,Spring,3.5,No,Free Shipping,No,No,6,Bank Transfer,Monthly,61+,30
1351,54,Male,Hat,Accessories,19.0,Michigan,M,Gray,Summer,3.9,No,Free Shipping,Yes,Yes,13,Debit Card,Fortnightly,46-60,14
3372,30,Female,Belt,Accessories,51.0,Michigan,M,Black,Summer,3.4,No,Express,No,No,6,Credit Card,Annually,18-30,365
